Mancheck,R1,R2,R3,R4,ImageNum,paintType
2,5,5,4,4,13,R
2,5,4,4,3,13,R
2,5,5,3,4,13,R
2,5,5,5,5,13,R
1,5,5,4,3,13,R
2,1,2,1,1,13,R
1,2,2,1,1,13,R
1,3,4,4,3,13,R
1,4,3,3,3,13,R
1,4,3,3,3,13,R
2,5,5,5,4,13,R
1,3,3,3,3,13,R
2,2,2,3,2,13,R
1,4,4,4,3,13,R
1,4,4,4,4,13,R
2,4,3,3,3,13,R
1,5,5,4,4,13,R
1,4,4,3,3,13,R
2,5,4,1,2,13,R
2,4,5,3,4,13,R
1,4,4,4,3,13,R
1,4,4,3,3,13,R
2,4,4,3,4,13,R
2,3,3,2,3,13,R
2,3,4,2,2,13,R
2,NA,NA,NA,NA,13,R
2,5,4,2,3,13,R
1,4,4,3,3,13,R
2,5,5,4,3,13,R
1,2,1,1,2,13,R
1,4,4,3,4,13,R
1,4,4,2,2,13,R
2,4,5,3,3,13,R
2,4,4,3,4,13,R
1,4,5,3,3,13,R
1,2,3,3,3,13,R
2,4,4,4,4,13,R
1,2,1,1,1,13,R
2,4,4,4,2,13,R
2,4,5,3,3,13,R
2,4,3,2,3,13,R
2,4,4,4,4,13,R
2,4,4,2,3,13,R
1,4,4,3,3,13,R
2,2,2,3,2,13,R
1,4,3,4,4,13,R
1,4,4,3,3,13,R
2,5,5,3,3,13,R
1,4,4,3,4,13,R
1,3,3,2,2,13,R
2,4,5,4,4,13,R
1,4,5,4,4,13,R
2,5,4,4,4,13,R
1,5,4,5,4,13,R
2,5,4,3,4,13,R
2,4,5,4,4,13,R
2,3,3,2,3,13,R
2,4,3,3,3,13,R
2,4,3,4,5,13,R
1,3,4,3,3,13,R
2,5,5,5,3,13,R
1,4,3,3,4,13,R
2,4,3,4,3,13,R
1,5,5,4,4,13,R
1,3,4,2,2,13,R
2,2,3,3,2,13,R
2,4,5,3,3,13,R
1,3,4,3,2,13,R
2,5,5,5,5,13,R
1,4,4,5,4,13,R
2,4,4,2,3,13,R
1,3,3,3,2,13,R
1,1,3,1,2,13,R
1,5,5,4,4,13,R
1,3,3,2,2,13,R
1,3,3,3,3,13,R
2,1,2,1,1,13,R
2,2,4,2,4,13,R
2,5,4,5,4,13,R
2,4,4,4,3,13,R
2,4,4,3,3,13,R
1,2,2,2,2,13,R
2,5,5,5,3,13,R
2,5,5,5,5,13,R
1,3,2,1,2,13,R
2,3,4,2,2,13,R
2,2,2,3,3,13,R
2,4,5,3,4,13,R
2,4,4,4,4,13,R
2,5,5,4,4,13,R
2,4,4,4,4,13,R
2,5,5,4,5,13,R
1,5,5,4,4,13,R
2,4,3,2,3,13,R
2,3,3,2,2,13,R
2,4,4,3,3,13,R
1,3,3,3,3,13,R
2,5,5,3,4,13,R
2,5,4,3,2,13,R
1,4,4,4,3,13,R
2,5,4,4,3,13,R
2,1,2,2,2,14,A
2,1,1,1,2,14,A
2,3,4,4,5,14,A
2,2,2,2,2,14,A
2,3,3,5,5,14,A
1,2,3,2,2,14,A
2,2,2,1,2,14,A
1,5,5,4,4,14,A
1,4,4,4,4,14,A
2,1,1,4,4,14,A
2,1,1,1,1,14,A
1,1,1,1,1,14,A
1,4,5,5,1,14,A
1,2,1,2,2,14,A
1,1,1,1,1,14,A
1,1,2,2,2,14,A
1,4,3,3,4,14,A
1,NA,NA,NA,NA,14,A
2,1,1,3,4,14,A
2,2,2,3,4,14,A
2,3,2,3,2,14,A
2,1,1,3,3,14,A
1,3,4,3,4,14,A
2,1,1,1,3,14,A
2,2,3,2,3,14,A
2,2,2,2,2,14,A
2,3,3,4,3,14,A
2,2,2,3,3,14,A
2,1,2,3,2,14,A
2,1,2,2,2,14,A
1,2,2,2,3,14,A
2,2,2,2,3,14,A
2,1,1,1,1,14,A
1,2,2,1,3,14,A
1,2,2,2,1,14,A
1,1,1,1,1,14,A
2,1,1,1,2,14,A
1,1,1,1,1,14,A
2,1,1,1,1,14,A
2,1,1,1,3,14,A
1,2,2,1,2,14,A
2,1,1,3,3,14,A
2,5,4,4,4,14,A
2,3,2,2,2,14,A
2,1,3,3,2,14,A
1,1,1,1,2,14,A
1,1,1,1,2,14,A
2,3,2,1,3,14,A
1,1,1,1,1,14,A
1,4,2,3,4,14,A
2,1,1,1,2,14,A
1,2,2,2,2,14,A
2,1,4,3,2,14,A
1,1,1,1,1,14,A
1,1,1,1,1,14,A
2,3,3,3,3,14,A
2,3,4,3,3,14,A
1,2,3,3,3,14,A
1,3,3,4,3,14,A
1,2,2,2,2,14,A
1,3,4,2,2,14,A
1,1,1,2,2,14,A
2,1,2,2,3,14,A
1,NA,NA,NA,NA,14,A
1,1,1,1,1,14,A
1,1,2,3,2,14,A
1,1,1,1,2,14,A
1,1,2,3,1,14,A
1,2,2,2,2,14,A
2,1,1,1,1,14,A
2,3,4,2,5,14,A
1,3,2,1,2,14,A
2,2,1,2,2,14,A
1,NA,NA,NA,NA,14,A
2,3,3,1,3,14,A
2,1,1,1,1,14,A
1,3,3,3,4,14,A
1,1,1,1,2,14,A
2,4,3,4,5,14,A
1,1,1,1,1,14,A
1,1,1,1,1,14,A
1,2,2,2,2,14,A
2,3,3,3,2,14,A
1,1,1,1,1,14,A
2,2,2,2,2,14,A
1,1,1,1,1,14,A
1,3,3,2,1,14,A
2,2,2,2,3,14,A
1,3,2,4,4,14,A
1,2,3,3,3,14,A
1,1,1,1,1,14,A
2,2,2,2,2,14,A
1,2,1,1,1,14,A
1,5,3,4,5,14,A
2,4,3,4,4,14,A
2,2,2,3,2,14,A
2,2,2,2,2,14,A
2,2,3,2,2,14,A
2,4,3,4,4,14,A
2,3,3,2,4,14,A
1,1,1,2,3,14,A
2,4,3,4,5,14,A
1,1,1,1,1,14,A
1,2,2,2,2,14,A
2,1,1,1,2,14,A
2,1,1,1,1,14,A
1,3,2,3,4,14,A
2,1,2,2,4,14,A
2,1,3,1,1,14,A
2,4,3,4,3,14,A
1,1,1,1,1,14,A
1,5,4,2,3,14,A
2,5,5,4,5,14,A
1,3,3,4,3,14,A
1,4,3,2,3,14,A
1,4,4,3,3,14,A
2,3,3,3,3,14,A
1,4,5,5,4,14,A
2,2,2,3,1,14,A
2,1,1,1,2,14,A
1,4,3,4,3,14,A
1,1,1,1,1,14,A
1,2,2,3,2,14,A
1,1,1,1,2,14,A
2,NA,NA,NA,NA,14,A
2,1,1,2,2,14,A
1,NA,NA,NA,NA,14,A
1,4,4,4,3,14,A
1,2,2,2,2,14,A
1,2,2,3,2,14,A
1,2,1,1,2,14,A
2,3,3,3,3,14,A
2,1,1,1,1,14,A
2,3,2,3,3,14,A
1,1,1,1,1,14,A
1,1,1,2,3,14,A
2,5,5,5,5,14,A
1,3,3,2,4,14,A
2,2,2,1,2,14,A
2,2,1,2,1,14,A
2,3,2,3,4,14,A
2,4,3,2,3,14,A
2,3,2,4,3,14,A
2,1,1,2,4,14,A
1,2,2,2,2,14,A
2,2,3,3,3,14,A
2,2,2,2,3,14,A
1,3,3,3,3,14,A
1,3,1,2,4,14,A
1,2,2,1,2,15,A
2,1,1,1,2,15,A
1,4,5,4,4,15,A
1,2,2,1,2,15,A
1,3,3,2,2,15,A
2,2,1,1,1,15,A
2,2,2,2,3,15,A
1,4,4,2,3,15,A
2,3,3,2,3,15,A
2,1,1,2,3,15,A
1,1,1,1,1,15,A
2,1,1,1,2,15,A
1,2,3,2,1,15,A
2,4,5,3,4,15,A
1,1,1,1,1,15,A
2,1,2,4,4,15,A
1,3,3,2,2,15,A
2,2,3,3,2,15,A
1,1,1,1,2,15,A
2,2,2,3,4,15,A
1,2,2,2,1,15,A
1,1,1,1,1,15,A
1,3,4,4,3,15,A
2,1,1,1,3,15,A
1,3,3,2,4,15,A
1,2,2,2,2,15,A
1,3,3,2,2,15,A
1,3,3,2,2,15,A
1,1,2,1,2,15,A
1,2,3,2,2,15,A
2,5,4,5,4,15,A
1,3,3,3,3,15,A
1,1,1,1,1,15,A
1,2,3,1,3,15,A
1,1,1,1,1,15,A
2,3,4,3,3,15,A
2,3,2,1,2,15,A
1,4,4,5,5,15,A
1,1,1,1,1,15,A
2,1,1,3,3,15,A
1,3,3,2,3,15,A
2,2,2,4,3,15,A
1,4,4,4,3,15,A
1,3,2,2,2,15,A
2,3,2,3,3,15,A
2,2,2,1,2,15,A
2,1,1,1,3,15,A
2,3,3,2,4,15,A
2,1,1,2,2,15,A
2,3,4,2,4,15,A
2,1,1,1,2,15,A
1,2,2,2,2,15,A
2,1,1,1,1,15,A
2,1,2,1,1,15,A
1,1,1,1,1,15,A
1,2,2,3,2,15,A
2,3,4,3,4,15,A
2,3,3,2,3,15,A
1,2,2,1,3,15,A
2,4,4,4,4,15,A
2,3,3,3,2,15,A
2,1,1,1,2,15,A
1,1,2,2,2,15,A
2,NA,NA,NA,NA,15,A
1,1,1,1,2,15,A
1,1,1,2,2,15,A
2,1,1,1,1,15,A
1,1,1,1,1,15,A
2,3,3,3,3,15,A
1,1,1,1,1,15,A
1,3,5,1,1,15,A
1,2,2,3,3,15,A
2,2,1,2,2,15,A
2,NA,NA,NA,NA,15,A
2,4,4,2,4,15,A
2,1,1,1,2,15,A
2,2,2,3,4,15,A
1,1,1,1,2,15,A
2,3,3,4,4,15,A
1,1,1,1,1,15,A
1,2,2,1,2,15,A
1,2,2,2,2,15,A
2,4,4,4,3,15,A
1,2,3,3,3,15,A
1,2,2,2,1,15,A
1,1,1,1,1,15,A
1,4,4,3,2,15,A
1,2,2,2,2,15,A
2,1,1,1,3,15,A
1,3,3,3,2,15,A
1,2,2,2,2,15,A
2,NA,NA,NA,NA,15,A
1,1,2,1,1,15,A
1,3,3,2,3,15,A
1,3,2,3,3,15,A
2,3,3,4,4,15,A
1,2,3,2,3,15,A
1,2,3,2,2,15,A
1,3,3,2,3,15,A
1,3,3,4,3,15,A
1,1,1,2,2,15,A
2,4,3,5,4,15,A
2,2,1,1,2,15,A
1,4,3,3,3,15,A
1,2,1,2,2,15,A
2,3,2,3,2,15,A
2,3,4,3,4,15,A
2,2,3,4,4,15,A
2,1,1,1,3,15,A
2,4,4,3,4,15,A
1,NA,NA,NA,NA,15,A
2,4,4,4,5,15,A
2,4,4,4,5,15,A
1,3,3,1,1,15,A
2,3,4,3,2,15,A
2,4,4,3,3,15,A
1,5,5,5,4,15,A
2,4,5,4,4,15,A
1,3,3,3,2,15,A
1,2,2,2,2,15,A
2,5,4,4,4,15,A
1,3,4,3,3,15,A
2,2,2,2,2,15,A
1,1,2,1,2,15,A
2,1,1,1,1,15,A
2,2,2,3,3,15,A
2,NA,NA,NA,NA,15,A
2,3,3,3,3,15,A
2,2,2,2,2,15,A
2,3,3,3,3,15,A
1,3,3,1,3,15,A
1,5,4,3,3,15,A
1,1,1,1,1,15,A
2,4,4,3,3,15,A
2,1,1,1,3,15,A
1,1,2,2,2,15,A
1,4,4,4,4,15,A
2,4,3,4,5,15,A
2,2,3,2,3,15,A
1,3,3,2,2,15,A
2,5,4,5,5,15,A
2,5,5,4,4,15,A
1,3,3,3,2,15,A
2,2,2,2,4,15,A
1,2,2,1,2,15,A
2,5,4,3,4,15,A
1,2,3,3,3,15,A
2,3,3,3,3,15,A
1,3,3,4,3,15,A
2,2,3,2,2,16,R
1,2,2,1,2,16,R
2,1,1,2,3,16,R
2,2,3,3,3,16,R
2,4,5,4,4,16,R
2,2,3,2,2,16,R
1,3,2,2,2,16,R
2,5,5,3,4,16,R
2,4,5,3,4,16,R
1,3,4,1,2,16,R
1,2,2,1,1,16,R
2,3,4,3,3,16,R
2,5,4,1,1,16,R
2,4,4,3,3,16,R
1,2,2,2,2,16,R
2,2,3,2,4,16,R
2,4,4,2,4,16,R
2,3,4,3,4,16,R
1,4,5,1,2,16,R
2,1,1,2,3,16,R
1,3,3,2,2,16,R
2,2,2,3,3,16,R
2,3,4,2,3,16,R
2,3,3,1,3,16,R
2,2,3,2,3,16,R
1,2,2,2,2,16,R
1,3,3,2,2,16,R
1,2,3,2,2,16,R
1,2,2,1,2,16,R
2,3,4,1,3,16,R
1,2,3,3,3,16,R
2,2,2,2,3,16,R
2,3,3,3,3,16,R
1,4,4,1,3,16,R
2,2,2,2,2,16,R
2,2,2,3,1,16,R
1,2,1,1,1,16,R
1,5,5,5,5,16,R
1,2,2,2,1,16,R
2,2,2,3,3,16,R
2,3,3,2,3,16,R
2,1,1,2,2,16,R
2,4,4,5,4,16,R
2,4,4,4,3,16,R
1,4,4,2,2,16,R
1,3,3,1,2,16,R
1,1,1,1,3,16,R
2,3,3,2,4,16,R
1,1,1,1,2,16,R
1,4,5,5,3,16,R
2,3,3,3,2,16,R
1,5,5,5,3,16,R
1,5,5,2,3,16,R
1,1,2,1,2,16,R
1,4,4,1,2,16,R
1,2,2,2,3,16,R
1,3,2,3,2,16,R
1,3,3,2,3,16,R
2,3,4,3,4,16,R
2,3,3,3,3,16,R
1,3,3,2,2,16,R
2,1,1,2,2,16,R
1,5,5,3,3,16,R
2,NA,NA,NA,NA,16,R
1,4,4,3,3,16,R
2,2,1,2,2,16,R
2,1,1,1,1,16,R
1,2,3,3,2,16,R
1,3,4,3,3,16,R
2,4,4,3,4,16,R
2,2,3,1,1,16,R
2,1,2,2,2,16,R
2,1,1,1,2,16,R
2,NA,NA,NA,NA,16,R
2,3,2,1,2,16,R
2,2,3,3,3,16,R
1,4,4,3,2,16,R
2,3,2,1,2,16,R
2,4,4,4,5,16,R
1,1,1,1,1,16,R
2,3,3,2,3,16,R
2,2,2,2,2,16,R
1,3,4,2,3,16,R
2,3,3,3,4,16,R
1,4,4,4,4,16,R
1,4,3,1,2,16,R
2,3,4,2,1,16,R
2,4,5,3,4,16,R
1,3,3,2,3,16,R
1,4,4,4,4,16,R
2,2,3,1,2,16,R
1,3,3,3,3,16,R
2,1,2,2,2,16,R
1,2,2,1,1,16,R
1,2,3,2,2,16,R
2,3,3,4,3,16,R
2,3,4,2,4,16,R
2,3,3,2,2,16,R
1,4,4,3,4,16,R
2,3,3,2,1,16,R
2,5,5,3,3,16,R
1,5,4,3,5,16,R
2,2,2,1,3,16,R
1,4,4,2,3,16,R
2,3,3,2,2,16,R
2,4,3,3,2,16,R
2,3,4,5,4,16,R
2,2,2,2,3,16,R
1,5,5,3,2,16,R
2,3,3,4,4,16,R
2,3,3,4,4,16,R
1,5,5,4,4,16,R
2,3,2,2,2,16,R
1,4,3,1,1,16,R
2,3,3,4,3,16,R
2,4,5,3,4,16,R
2,3,3,3,3,16,R
1,5,4,5,4,16,R
1,3,3,2,2,16,R
2,2,2,1,2,16,R
2,5,4,2,4,16,R
2,4,4,3,3,16,R
2,4,3,3,2,16,R
2,3,3,2,2,16,R
1,1,1,1,1,16,R
2,2,3,1,4,16,R
2,NA,NA,NA,NA,16,R
1,5,5,4,4,16,R
1,4,4,3,3,16,R
2,4,4,3,3,16,R
2,3,3,4,4,16,R
1,5,5,4,4,16,R
2,1,1,1,2,16,R
1,4,5,2,2,16,R
1,1,1,1,2,16,R
1,4,4,2,3,16,R
1,3,3,3,3,16,R
1,4,4,3,3,16,R
2,2,3,2,3,16,R
1,4,4,3,3,16,R
1,3,2,3,3,16,R
2,3,4,2,3,16,R
1,3,3,3,2,16,R
2,2,2,2,4,16,R
2,2,2,2,2,16,R
1,4,4,3,4,16,R
1,2,3,2,2,16,R
1,3,3,3,2,16,R
1,4,4,3,2,16,R
2,3,3,2,2,17,A
2,2,2,2,2,17,A
1,5,5,4,4,17,A
2,2,1,1,1,17,A
2,4,5,3,4,17,A
2,4,5,4,4,17,A
1,3,3,2,3,17,A
2,5,5,4,4,17,A
2,4,4,2,4,17,A
2,2,2,3,4,17,A
1,3,3,1,1,17,A
1,5,5,5,3,17,A
1,NA,NA,NA,NA,17,A
2,2,3,3,4,17,A
1,4,4,4,3,17,A
2,2,3,4,4,17,A
2,3,3,2,2,17,A
1,NA,NA,NA,NA,17,A
1,1,1,1,2,17,A
1,5,5,3,2,17,A
2,3,4,2,3,17,A
1,1,2,2,3,17,A
2,3,4,3,2,17,A
2,2,3,3,4,17,A
2,5,5,3,3,17,A
2,3,3,3,2,17,A
1,1,1,2,2,17,A
1,4,4,3,3,17,A
2,1,1,1,2,17,A
2,3,3,2,3,17,A
2,2,2,3,3,17,A
1,2,2,2,3,17,A
2,1,1,1,1,17,A
2,4,4,4,4,17,A
1,3,3,2,3,17,A
2,5,5,5,5,17,A
1,2,2,1,1,17,A
1,2,3,3,3,17,A
1,1,2,1,1,17,A
2,2,2,3,3,17,A
1,5,5,3,4,17,A
2,2,3,5,4,17,A
1,4,4,2,3,17,A
2,5,5,3,3,17,A
2,4,4,2,3,17,A
1,2,2,1,2,17,A
1,3,3,2,3,17,A
2,2,2,1,2,17,A
1,2,3,3,2,17,A
2,4,2,3,3,17,A
2,3,3,4,3,17,A
2,4,5,3,3,17,A
2,5,5,3,4,17,A
2,2,2,1,2,17,A
1,3,3,1,2,17,A
2,2,2,3,2,17,A
2,3,2,3,2,17,A
2,3,3,3,3,17,A
1,4,5,4,4,17,A
2,3,3,3,3,17,A
2,2,3,2,2,17,A
1,1,1,1,1,17,A
1,3,4,3,3,17,A
2,2,3,2,2,17,A
1,3,3,3,2,17,A
1,2,2,3,2,17,A
1,1,1,1,1,17,A
2,2,3,5,3,17,A
1,4,4,3,3,17,A
1,1,1,1,2,17,A
1,5,5,5,1,17,A
1,1,2,3,3,17,A
1,2,2,1,1,17,A
2,NA,NA,NA,NA,17,A
1,5,5,3,4,17,A
2,2,2,2,2,17,A
2,3,3,4,5,17,A
2,1,1,2,2,17,A
2,4,4,5,4,17,A
2,2,2,1,2,17,A
2,2,2,2,1,17,A
1,3,3,1,2,17,A
2,2,2,3,3,17,A
1,4,4,3,3,17,A
2,4,4,3,3,17,A
2,1,1,1,1,17,A
2,5,5,5,4,17,A
2,3,2,2,2,17,A
1,4,4,5,4,17,A
2,2,3,2,3,17,A
1,1,1,1,1,17,A
2,3,3,3,3,17,A
1,2,2,1,1,17,A
1,2,4,3,4,17,A
1,4,4,3,4,17,A
2,4,4,4,3,17,A
1,1,2,1,1,17,A
1,2,3,2,2,17,A
1,3,3,3,3,17,A
1,2,2,1,1,17,A
1,3,3,3,2,17,A
2,5,4,4,5,17,A
1,3,3,2,2,17,A
2,3,3,3,2,17,A
1,4,3,3,3,17,A
2,3,3,2,2,17,A
2,4,3,4,3,17,A
2,1,1,3,3,17,A
2,5,5,5,3,17,A
1,5,4,4,5,17,A
1,NA,NA,NA,NA,17,A
2,3,4,3,4,17,A
1,5,5,1,2,17,A
1,2,3,1,2,17,A
1,2,3,3,2,17,A
2,4,5,3,4,17,A
1,4,4,4,4,17,A
2,5,4,5,4,17,A
1,2,2,2,1,17,A
1,3,3,2,2,17,A
2,1,2,2,2,17,A
2,4,3,4,3,17,A
2,3,3,2,3,17,A
2,2,2,2,2,17,A
2,1,1,1,1,17,A
2,1,3,2,3,17,A
2,2,2,3,3,17,A
1,5,5,4,4,17,A
1,3,3,2,2,17,A
2,3,3,4,3,17,A
2,2,2,2,3,17,A
2,3,3,3,3,17,A
2,3,4,3,3,17,A
2,1,2,2,2,17,A
1,1,2,2,2,17,A
2,4,5,3,3,17,A
1,3,3,4,4,17,A
2,5,5,3,5,17,A
1,2,3,3,2,17,A
2,3,3,4,3,17,A
1,4,4,2,3,17,A
2,5,5,4,4,17,A
2,3,4,3,3,17,A
2,3,3,3,3,17,A
1,3,3,3,3,17,A
1,5,4,3,4,17,A
1,5,5,2,2,17,A
2,5,5,5,5,17,A
1,3,4,4,3,17,A
1,3,3,2,3,18,R
2,2,2,2,2,18,R
1,4,4,3,3,18,R
2,2,2,2,2,18,R
1,2,2,2,3,18,R
1,3,4,4,4,18,R
1,3,4,3,3,18,R
1,4,4,3,2,18,R
2,5,5,4,5,18,R
2,2,3,2,3,18,R
2,2,2,1,1,18,R
1,5,5,5,4,18,R
2,2,2,2,1,18,R
2,4,4,5,4,18,R
2,2,2,2,2,18,R
1,3,3,2,3,18,R
1,4,4,2,3,18,R
2,3,4,4,3,18,R
2,3,3,3,3,18,R
1,4,4,1,2,18,R
1,2,1,1,1,18,R
1,4,4,3,2,18,R
2,4,2,3,3,18,R
1,3,3,3,4,18,R
1,4,5,4,3,18,R
1,2,2,2,2,18,R
1,2,2,2,2,18,R
2,3,3,4,3,18,R
2,3,3,2,3,18,R
1,2,3,2,2,18,R
1,2,2,2,3,18,R
1,3,3,2,3,18,R
1,1,1,1,1,18,R
1,3,4,3,2,18,R
1,4,4,2,3,18,R
2,2,3,2,2,18,R
1,2,2,1,1,18,R
1,3,4,4,4,18,R
1,2,3,2,2,18,R
2,3,3,3,3,18,R
2,4,4,3,3,18,R
2,3,3,4,4,18,R
2,3,4,4,3,18,R
2,5,5,5,4,18,R
1,4,4,3,3,18,R
2,1,1,1,2,18,R
1,1,2,1,3,18,R
2,4,4,3,4,18,R
1,1,1,1,2,18,R
1,4,4,5,3,18,R
2,3,3,2,3,18,R
1,NA,NA,NA,NA,18,R
2,5,5,4,3,18,R
2,2,3,1,1,18,R
1,3,3,1,2,18,R
1,3,3,3,3,18,R
1,3,3,2,2,18,R
1,2,3,2,2,18,R
2,5,4,5,4,18,R
1,3,3,3,3,18,R
1,3,3,3,2,18,R
1,1,1,2,2,18,R
2,3,3,3,4,18,R
2,NA,NA,NA,NA,18,R
2,5,5,5,5,18,R
1,5,5,3,3,18,R
2,3,3,1,2,18,R
2,4,3,3,3,18,R
1,4,3,3,3,18,R
1,4,4,3,3,18,R
2,3,4,2,2,18,R
2,4,4,2,3,18,R
1,2,2,1,1,18,R
2,NA,NA,NA,NA,18,R
1,4,4,2,3,18,R
2,3,3,3,3,18,R
2,4,4,4,3,18,R
2,3,2,1,3,18,R
2,3,3,4,4,18,R
1,2,2,1,2,18,R
1,1,1,1,1,18,R
1,2,2,1,1,18,R
2,5,5,4,4,18,R
2,3,3,3,4,18,R
2,2,2,2,1,18,R
2,1,1,1,1,18,R
1,5,5,4,3,18,R
2,4,5,3,4,18,R
2,4,4,4,3,18,R
1,3,4,4,4,18,R
1,3,3,2,3,18,R
1,2,2,2,2,18,R
2,5,5,4,5,18,R
2,5,3,4,4,18,R
1,4,4,2,3,18,R
1,5,5,4,4,18,R
1,4,4,3,3,18,R
1,2,3,2,2,18,R
1,4,3,4,3,18,R
2,3,4,4,3,18,R
2,4,4,4,4,18,R
1,4,3,4,4,18,R
2,4,3,2,3,18,R
2,3,2,2,2,18,R
1,3,2,2,3,18,R
1,5,5,4,3,18,R
1,3,4,3,4,18,R
1,2,1,2,2,18,R
2,2,2,2,2,18,R
2,4,5,3,4,18,R
2,NA,NA,NA,NA,18,R
1,5,5,3,4,18,R
2,3,3,2,2,18,R
2,4,4,3,4,18,R
2,5,5,4,3,18,R
1,3,4,3,2,18,R
1,5,5,5,5,18,R
1,5,4,5,4,18,R
1,4,4,3,3,18,R
2,2,2,2,2,18,R
1,3,4,1,4,18,R
2,3,4,3,2,18,R
2,2,1,2,2,18,R
1,3,3,3,3,18,R
2,NA,NA,NA,NA,18,R
2,2,3,2,4,18,R
1,NA,NA,NA,NA,18,R
2,3,3,3,2,18,R
2,4,3,4,3,18,R
2,4,4,4,4,18,R
2,5,5,4,4,18,R
1,5,5,3,4,18,R
1,5,5,3,3,18,R
2,4,4,3,3,18,R
1,2,2,2,2,18,R
2,5,5,4,3,18,R
1,4,4,4,4,18,R
1,5,5,3,3,18,R
1,3,3,2,3,18,R
2,4,4,3,3,18,R
2,4,4,4,3,18,R
1,5,5,4,5,18,R
2,3,3,4,3,18,R
1,1,1,3,3,18,R
1,4,4,3,3,18,R
2,5,4,3,4,18,R
1,4,3,2,2,18,R
1,4,4,4,3,18,R
1,5,5,3,2,18,R
2,2,3,2,3,19,R
2,3,3,3,2,19,R
2,3,3,2,2,19,R
1,3,2,3,2,19,R
2,3,4,4,4,19,R
1,3,4,4,4,19,R
1,3,3,2,2,19,R
1,5,5,4,3,19,R
1,5,5,3,4,19,R
1,4,4,2,3,19,R
2,3,3,1,2,19,R
2,4,2,2,2,19,R
1,3,3,2,1,19,R
1,4,5,3,4,19,R
1,NA,NA,NA,NA,19,R
2,3,4,3,4,19,R
1,4,4,2,4,19,R
1,NA,NA,NA,NA,19,R
2,5,5,3,4,19,R
1,4,4,1,2,19,R
2,4,4,3,3,19,R
1,2,2,2,2,19,R
1,4,2,3,4,19,R
2,2,2,1,3,19,R
2,5,4,4,2,19,R
2,3,3,3,2,19,R
2,3,3,3,3,19,R
1,3,3,2,2,19,R
2,2,2,2,3,19,R
2,5,5,2,4,19,R
2,5,5,5,5,19,R
