Mancheck,R1,R2,R3,R4,ImageNum,paintType
2,3,3,2,2,25,R
2,5,5,5,5,25,R
2,2,2,5,3,25,R
1,3,3,2,2,25,R
2,2,2,1,2,25,R
1,3,3,2,2,25,R
1,3,4,3,3,25,R
1,3,2,1,2,25,R
1,5,5,5,2,25,R
2,5,5,4,3,25,R
2,2,2,2,2,25,R
2,3,4,3,3,25,R
2,1,1,2,2,25,R
2,3,3,1,2,25,R
2,4,4,4,4,25,R
2,3,3,3,4,25,R
1,1,1,1,1,25,R
2,3,3,2,2,25,R
1,2,2,2,2,25,R
1,3,3,3,2,25,R
1,2,1,1,1,25,R
2,2,2,3,3,25,R
1,1,1,1,1,25,R
1,2,2,1,3,25,R
2,4,4,3,3,25,R
1,1,1,2,1,25,R
2,4,4,5,4,25,R
1,2,3,4,3,25,R
1,2,3,1,1,25,R
1,1,2,1,2,25,R
2,4,3,1,2,25,R
1,3,2,2,3,25,R
1,1,1,1,1,25,R
1,4,2,4,4,25,R
2,5,4,5,4,25,R
2,NA,NA,NA,NA,25,R
2,3,3,2,2,25,R
2,2,2,1,2,25,R
2,3,3,1,2,25,R
2,1,1,2,2,25,R
1,3,4,3,4,25,R
2,3,3,3,3,25,R
1,3,3,1,2,25,R
1,3,3,3,3,25,R
1,3,3,2,2,25,R
1,1,2,1,1,25,R
1,3,4,4,4,25,R
1,NA,NA,NA,NA,25,R
2,4,4,3,3,25,R
2,2,3,3,2,25,R
2,1,1,1,1,25,R
1,2,3,3,4,25,R
1,4,3,3,3,25,R
1,1,1,1,1,25,R
2,4,4,5,4,25,R
1,3,2,3,3,25,R
1,1,1,3,1,25,R
2,NA,NA,NA,NA,25,R
2,3,2,1,3,25,R
2,4,4,4,3,25,R
1,5,5,4,2,25,R
2,1,1,3,2,25,R
2,3,3,5,4,25,R
2,3,3,2,2,25,R
2,3,3,2,2,25,R
2,3,3,2,3,25,R
1,4,4,4,4,25,R
1,4,4,4,3,25,R
2,4,4,4,4,25,R
1,1,1,1,1,25,R
1,3,3,4,1,25,R
1,3,2,2,2,25,R
2,5,3,3,3,25,R
2,4,4,4,4,25,R
2,2,2,1,2,25,R
1,3,3,3,3,25,R
1,4,2,1,2,25,R
2,3,3,1,2,25,R
2,3,3,2,3,25,R
1,3,3,2,2,25,R
1,1,1,2,1,25,R
1,3,3,2,2,25,R
2,3,3,3,2,25,R
1,4,3,4,3,25,R
2,4,3,3,3,25,R
1,4,3,4,3,25,R
2,3,3,2,3,25,R
2,3,3,2,2,25,R
2,4,3,3,3,25,R
1,3,2,2,2,25,R
2,NA,NA,NA,NA,25,R
1,1,1,2,2,25,R
1,1,1,1,1,25,R
1,4,4,3,3,25,R
2,3,4,2,1,25,R
1,5,5,5,5,25,R
1,1,1,1,1,25,R
2,1,2,2,3,25,R
1,5,5,3,3,25,R
1,4,4,3,2,25,R
2,4,4,4,4,25,R
2,5,4,4,5,25,R
2,2,3,3,2,25,R
1,1,1,1,1,25,R
2,3,3,1,4,25,R
2,3,3,4,3,25,R
2,5,5,3,3,25,R
1,2,2,2,2,25,R
2,1,1,1,1,25,R
2,1,1,2,4,25,R
1,NA,NA,NA,NA,25,R
2,3,3,3,2,25,R
1,3,3,2,2,25,R
1,4,4,4,2,25,R
2,3,3,4,3,25,R
2,5,5,5,5,25,R
2,3,3,4,3,25,R
1,1,1,1,2,25,R
2,1,1,1,2,25,R
2,4,3,3,2,25,R
2,4,4,3,4,25,R
1,5,4,1,2,25,R
1,2,2,2,3,25,R
1,4,4,3,3,25,R
1,3,3,2,2,25,R
1,2,2,1,2,25,R
1,5,5,4,3,25,R
2,1,1,2,2,25,R
2,3,2,3,3,25,R
1,2,2,3,2,25,R
2,2,2,3,2,25,R
2,4,4,4,3,25,R
1,4,3,2,3,25,R
1,3,3,2,1,26,R
2,4,4,4,4,26,R
1,4,4,4,3,26,R
2,4,4,4,4,26,R
2,3,4,3,3,26,R
2,5,4,4,5,26,R
2,4,4,4,3,26,R
1,5,4,2,4,26,R
2,4,4,3,3,26,R
1,3,2,1,2,26,R
2,3,3,1,1,26,R
1,4,5,2,3,26,R
2,1,1,1,1,26,R
1,5,5,4,5,26,R
1,NA,NA,NA,NA,26,R
1,3,3,2,2,26,R
1,3,3,2,2,26,R
2,NA,NA,NA,NA,26,R
2,4,4,2,3,26,R
2,4,4,2,4,26,R
2,2,3,2,2,26,R
2,2,2,2,1,26,R
1,4,3,3,4,26,R
2,4,4,1,3,26,R
2,5,5,5,2,26,R
2,4,4,3,3,26,R
1,1,2,2,2,26,R
1,4,3,2,3,26,R
1,1,1,1,1,26,R
1,5,5,2,3,26,R
1,4,4,2,3,26,R
1,5,5,3,4,26,R
2,1,1,1,1,26,R
1,4,4,2,3,26,R
2,4,4,3,4,26,R
2,4,5,4,3,26,R
2,4,3,2,3,26,R
1,4,5,4,4,26,R
2,3,2,2,2,26,R
2,4,4,3,3,26,R
2,5,5,4,4,26,R
1,4,5,4,5,26,R
1,4,5,4,2,26,R
1,4,4,3,2,26,R
2,4,4,2,3,26,R
1,2,2,1,2,26,R
1,2,2,1,3,26,R
1,3,3,2,3,26,R
1,4,5,3,3,26,R
2,2,4,5,4,26,R
2,4,5,3,3,26,R
1,NA,NA,NA,NA,26,R
2,5,5,4,4,26,R
2,1,3,1,1,26,R
1,4,4,1,2,26,R
1,3,3,3,3,26,R
2,5,4,4,4,26,R
1,3,4,3,3,26,R
1,5,5,4,2,26,R
1,4,4,4,4,26,R
2,2,2,2,2,26,R
1,5,5,4,3,26,R
2,3,4,3,3,26,R
2,3,4,3,3,26,R
2,5,5,4,4,26,R
1,3,4,2,2,26,R
1,2,2,1,1,26,R
1,3,4,2,3,26,R
2,4,4,4,3,26,R
1,3,3,2,2,26,R
1,5,5,1,2,26,R
1,3,2,2,3,26,R
1,4,4,1,1,26,R
2,4,4,2,4,26,R
1,4,4,2,2,26,R
2,4,4,4,4,26,R
1,5,5,4,3,26,R
1,4,3,1,3,26,R
1,4,5,4,4,26,R
1,3,3,2,2,26,R
1,3,3,2,1,26,R
2,3,3,3,3,26,R
1,5,5,3,3,26,R
2,3,4,4,4,26,R
1,4,4,4,4,26,R
2,3,2,1,2,26,R
2,5,5,4,3,26,R
2,4,5,3,4,26,R
2,4,4,3,2,26,R
1,2,3,3,3,26,R
1,3,3,2,2,26,R
2,4,4,4,3,26,R
2,4,3,3,3,26,R
1,4,5,3,4,26,R
2,4,4,3,3,26,R
1,5,4,3,3,26,R
1,3,4,2,3,26,R
2,3,3,2,2,26,R
2,4,4,4,4,26,R
2,2,3,2,1,26,R
1,4,4,3,3,26,R
2,5,4,4,5,26,R
2,4,5,3,4,26,R
2,5,4,4,4,26,R
2,3,3,2,2,26,R
1,5,4,3,3,26,R
2,NA,NA,NA,NA,26,R
2,2,4,2,3,26,R
1,5,5,5,5,26,R
1,4,4,3,3,26,R
1,NA,NA,NA,NA,26,R
2,5,5,4,4,26,R
2,4,4,2,2,26,R
2,5,4,2,3,26,R
1,3,4,4,2,26,R
1,2,2,2,2,26,R
2,4,5,4,4,26,R
1,5,5,4,5,26,R
1,5,5,2,3,26,R
1,3,3,2,2,26,R
2,1,2,1,1,26,R
2,5,4,4,4,26,R
2,3,3,2,2,26,R
2,3,3,3,3,26,R
2,3,3,2,1,26,R
2,4,4,2,3,26,R
1,NA,NA,NA,NA,26,R
1,NA,NA,NA,NA,26,R
1,4,5,3,4,26,R
2,4,4,3,3,26,R
1,5,5,1,3,26,R
2,5,5,5,4,26,R
2,4,3,2,2,26,R
1,4,5,2,2,26,R
1,4,3,2,3,26,R
2,5,3,4,2,26,R
2,4,4,3,3,26,R
1,5,5,4,4,26,R
2,3,4,3,4,26,R
1,4,4,3,3,26,R
1,4,4,4,4,26,R
2,3,4,3,3,26,R
2,4,4,2,2,26,R
1,4,4,3,3,26,R
2,4,4,3,3,26,R
1,3,3,3,2,26,R
2,4,5,2,4,26,R
1,4,4,4,4,26,R
2,3,4,3,2,26,R
1,3,3,3,2,27,R
2,3,3,3,3,27,R
1,5,5,4,4,27,R
2,4,4,5,4,27,R
2,3,3,1,2,27,R
1,3,4,4,3,27,R
1,4,4,4,3,27,R
2,5,5,3,3,27,R
2,2,2,2,3,27,R
1,3,2,3,3,27,R
2,3,3,1,1,27,R
2,5,5,5,4,27,R
1,4,2,2,1,27,R
2,4,4,5,5,27,R
1,4,4,4,3,27,R
1,4,4,2,3,27,R
1,3,3,2,2,27,R
2,5,5,5,5,27,R
2,1,1,4,4,27,R
1,5,5,2,3,27,R
1,3,4,2,2,27,R
2,3,3,4,3,27,R
2,3,4,3,2,27,R
2,3,3,2,3,27,R
2,5,5,5,3,27,R
2,4,4,3,3,27,R
1,1,1,2,2,27,R
2,4,3,4,4,27,R
2,2,2,2,3,27,R
2,2,3,2,2,27,R
1,2,3,2,3,27,R
1,4,4,3,4,27,R
2,1,1,1,1,27,R
1,1,3,4,4,27,R
2,3,3,2,3,27,R
1,2,3,3,2,27,R
2,2,2,1,2,27,R
1,5,5,5,5,27,R
2,3,4,3,3,27,R
2,3,3,3,3,27,R
1,5,5,3,4,27,R
1,5,5,5,5,27,R
1,3,3,2,2,27,R
2,2,3,2,2,27,R
2,NA,NA,NA,NA,27,R
1,2,2,1,2,27,R
2,1,1,2,2,27,R
1,3,3,2,3,27,R
1,3,4,3,3,27,R
1,2,4,5,3,27,R
2,5,4,4,4,27,R
2,NA,NA,NA,NA,27,R
2,5,5,5,4,27,R
1,1,2,1,1,27,R
1,2,1,3,2,27,R
2,1,2,3,3,27,R
2,5,5,5,5,27,R
2,3,3,4,4,27,R
1,5,5,4,5,27,R
2,3,3,3,3,27,R
2,2,2,2,2,27,R
2,3,3,3,3,27,R
1,5,5,5,4,27,R
2,4,3,3,3,27,R
1,5,5,4,4,27,R
2,4,5,4,4,27,R
2,4,3,1,3,27,R
1,4,4,4,4,27,R
2,5,5,4,4,27,R
1,4,4,3,3,27,R
1,5,5,2,1,27,R
2,3,2,3,2,27,R
2,4,4,3,3,27,R
2,NA,NA,NA,NA,27,R
1,5,5,2,4,27,R
1,3,3,3,3,27,R
1,5,5,4,3,27,R
1,4,2,1,4,27,R
2,2,2,3,3,27,R
1,3,4,2,2,27,R
2,3,3,2,2,27,R
2,4,4,2,4,27,R
2,4,4,4,4,27,R
1,3,3,2,3,27,R
1,4,4,3,3,27,R
1,3,4,2,2,27,R
1,5,5,4,3,27,R
1,4,5,3,3,27,R
2,4,3,4,3,27,R
2,4,5,4,5,27,R
2,3,4,2,3,27,R
2,4,4,4,3,27,R
2,4,4,4,5,27,R
1,5,3,4,2,27,R
1,4,4,4,4,27,R
1,4,4,4,3,27,R
2,4,4,3,4,27,R
2,3,3,2,2,27,R
2,4,4,5,4,27,R
1,1,1,1,1,27,R
1,4,3,3,3,27,R
2,5,4,3,5,27,R
2,4,4,3,4,27,R
2,5,5,3,3,27,R
2,3,2,3,3,27,R
2,5,5,4,4,27,R
1,2,3,4,3,27,R
1,2,3,2,3,27,R
2,5,4,4,3,27,R
1,4,3,4,3,27,R
1,NA,NA,NA,NA,27,R
1,5,5,4,5,27,R
2,3,3,1,2,27,R
2,5,4,3,4,27,R
1,5,4,3,2,27,R
1,3,3,3,2,27,R
2,5,5,5,5,27,R
2,4,5,4,5,27,R
1,5,5,3,3,27,R
2,2,3,3,3,27,R
2,3,3,2,3,27,R
1,3,4,3,3,27,R
2,3,3,3,2,27,R
1,3,3,3,2,27,R
1,1,1,2,1,27,R
2,1,3,2,3,27,R
1,3,4,3,3,27,R
1,5,5,4,4,27,R
1,4,4,3,3,27,R
1,4,4,3,2,27,R
1,4,3,2,2,27,R
2,5,5,5,4,27,R
2,4,4,2,3,27,R
2,4,4,4,3,27,R
2,3,3,3,4,27,R
2,5,4,4,3,27,R
2,4,4,5,5,27,R
2,5,5,5,5,27,R
1,4,4,3,3,27,R
2,4,4,3,4,27,R
2,5,5,4,4,27,R
2,5,5,5,5,27,R
2,4,3,3,2,27,R
2,4,4,3,3,27,R
2,4,4,4,4,27,R
2,5,5,3,4,27,R
2,4,4,2,3,27,R
2,5,5,5,4,27,R
2,5,5,3,3,27,R
2,2,2,3,3,28,A
1,1,1,1,2,28,A
2,4,4,3,4,28,A
2,4,3,4,4,28,A
1,3,3,2,3,28,A
2,2,3,2,2,28,A
1,2,2,1,2,28,A
2,4,5,3,3,28,A
2,3,2,3,3,28,A
2,2,3,4,4,28,A
1,1,1,1,1,28,A
1,2,3,2,2,28,A
1,2,2,2,1,28,A
1,3,2,2,3,28,A
2,2,2,2,1,28,A
2,2,2,3,4,28,A
1,3,3,2,3,28,A
2,NA,NA,NA,NA,28,A
1,1,1,2,2,28,A
1,3,3,4,3,28,A
2,3,2,3,2,28,A
1,2,2,2,3,28,A
2,4,3,4,4,28,A
1,1,1,1,1,28,A
2,5,5,3,4,28,A
2,3,3,2,3,28,A
1,4,4,3,2,28,A
2,2,3,4,4,28,A
1,1,2,2,2,28,A
1,3,3,2,2,28,A
2,4,4,4,4,28,A
2,3,3,2,3,28,A
2,1,1,1,1,28,A
1,2,2,1,2,28,A
2,2,2,2,2,28,A
1,3,4,3,2,28,A
1,3,2,1,1,28,A
1,4,5,5,5,28,A
1,1,1,1,1,28,A
2,2,2,3,3,28,A
2,3,4,3,3,28,A
2,4,5,5,5,28,A
2,5,4,5,5,28,A
1,1,1,1,2,28,A
2,4,4,3,3,28,A
1,1,1,1,2,28,A
2,1,1,2,3,28,A
2,4,3,3,4,28,A
2,1,1,1,2,28,A
2,3,2,5,4,28,A
2,1,2,3,2,28,A
2,4,4,4,3,28,A
1,3,3,4,2,28,A
2,2,3,2,3,28,A
1,1,1,1,1,28,A
2,2,3,3,3,28,A
2,2,2,2,2,28,A
2,3,4,3,3,28,A
2,3,3,4,4,28,A
1,3,3,3,3,28,A
1,3,2,3,2,28,A
2,2,2,2,2,28,A
1,2,4,3,3,28,A
1,2,1,2,2,28,A
1,1,1,1,1,28,A
1,4,3,2,2,28,A
1,1,1,1,1,28,A
1,1,1,3,2,28,A
2,3,3,2,3,28,A
1,2,2,2,2,28,A
2,2,3,1,1,28,A
1,2,1,2,3,28,A
1,3,2,1,2,28,A
1,3,3,3,3,28,A
2,4,4,2,3,28,A
1,2,2,1,2,28,A
1,4,4,5,4,28,A
2,1,1,1,3,28,A
1,4,4,5,4,28,A
1,1,1,1,1,28,A
1,2,1,2,1,28,A
1,2,2,2,2,28,A
1,5,4,4,4,28,A
1,2,3,2,3,28,A
1,4,4,4,3,28,A
1,2,3,2,2,28,A
2,5,5,4,4,28,A
1,4,4,3,3,28,A
2,2,1,3,3,28,A
2,4,4,4,4,28,A
1,3,3,1,2,28,A
1,4,4,4,3,28,A
2,3,3,3,4,28,A
2,5,4,5,4,28,A
2,3,2,3,3,28,A
1,4,4,4,4,28,A
2,2,2,3,3,28,A
2,3,3,2,2,28,A
1,3,3,3,3,28,A
2,2,2,2,1,28,A
2,1,1,3,3,28,A
2,5,5,3,5,28,A
1,2,1,1,1,28,A
2,3,3,2,2,28,A
1,1,1,2,2,28,A
1,3,2,3,2,28,A
2,3,4,3,5,28,A
2,1,2,3,4,28,A
2,3,3,3,2,28,A
2,4,4,3,3,28,A
1,1,1,1,2,28,A
2,3,4,4,4,28,A
1,5,5,4,4,28,A
2,2,3,1,3,28,A
1,4,4,5,4,28,A
1,4,4,3,2,28,A
2,4,4,4,4,28,A
2,5,5,4,5,28,A
1,2,2,2,2,28,A
2,1,1,2,2,28,A
1,4,3,3,2,28,A
2,NA,NA,NA,NA,28,A
1,2,2,2,2,28,A
1,3,3,3,3,28,A
2,1,1,1,1,28,A
1,1,1,1,1,28,A
2,2,2,3,4,28,A
2,3,3,3,3,28,A
1,4,4,3,3,28,A
2,3,3,4,3,28,A
1,2,2,1,2,28,A
1,3,3,3,3,28,A
1,1,1,1,1,28,A
2,5,3,5,4,28,A
2,1,1,1,2,28,A
2,1,1,3,3,28,A
2,4,4,4,4,28,A
1,3,4,4,4,28,A
2,2,3,2,3,28,A
1,3,3,3,3,28,A
1,2,3,3,2,28,A
1,3,3,2,3,28,A
1,3,3,4,3,28,A
1,2,2,1,3,28,A
2,1,2,1,1,28,A
2,4,4,3,4,28,A
2,2,2,2,3,28,A
2,4,4,4,4,28,A
2,2,1,2,3,28,A
1,1,1,1,2,29,A
1,1,1,1,2,29,A
1,4,4,5,4,29,A
1,1,1,1,1,29,A
2,2,2,4,4,29,A
1,2,2,3,2,29,A
2,3,2,3,3,29,A
1,4,4,3,3,29,A
2,2,2,4,3,29,A
2,1,2,5,5,29,A
1,1,1,1,1,29,A
2,2,2,3,2,29,A
2,2,2,3,1,29,A
2,2,1,2,2,29,A
1,1,1,1,1,29,A
1,1,1,3,4,29,A
1,4,4,3,3,29,A
1,NA,NA,NA,NA,29,A
2,1,1,4,4,29,A
1,2,1,3,3,29,A
2,2,2,3,3,29,A
2,3,4,3,3,29,A
2,3,4,3,4,29,A
1,1,1,1,2,29,A
2,4,3,4,4,29,A
1,2,2,2,2,29,A
1,3,3,4,2,29,A
1,3,3,2,2,29,A
1,1,2,1,2,29,A
1,4,4,2,3,29,A
2,3,3,4,4,29,A
2,2,2,2,3,29,A
2,2,2,2,2,29,A
2,2,3,4,4,29,A
1,3,3,2,2,29,A
1,4,4,4,3,29,A
2,1,1,1,2,29,A
2,1,1,1,1,29,A
2,2,2,1,2,29,A
1,2,2,3,3,29,A
2,2,3,2,2,29,A
1,3,3,5,4,29,A
1,5,4,3,4,29,A
2,1,2,3,3,29,A
2,3,3,4,3,29,A
2,3,3,1,2,29,A
1,1,1,3,3,29,A
2,3,2,2,4,29,A
1,1,1,1,1,29,A
2,4,3,5,4,29,A
1,1,2,2,2,29,A
1,4,5,4,4,29,A
2,3,3,4,3,29,A
2,NA,NA,NA,NA,29,A
1,1,1,3,2,29,A
2,4,3,4,3,29,A
2,3,4,3,3,29,A
2,3,3,3,3,29,A
2,3,4,3,3,29,A
2,3,3,4,3,29,A
1,3,3,2,2,29,A
2,1,1,1,2,29,A
2,4,4,4,4,29,A
2,3,3,3,3,29,A
1,4,4,3,3,29,A
2,2,2,3,4,29,A
1,2,1,1,2,29,A
1,1,2,1,2,29,A
1,4,3,3,3,29,A
2,2,2,2,2,29,A
1,3,4,4,1,29,A
1,3,3,2,3,29,A
1,1,1,3,1,29,A
1,NA,NA,NA,NA,29,A
1,4,4,3,4,29,A
1,2,2,2,2,29,A
2,3,3,4,4,29,A
2,1,1,1,2,29,A
1,5,4,5,4,29,A
1,3,2,1,2,29,A
2,2,2,2,3,29,A
2,3,3,3,3,29,A
1,4,5,5,4,29,A
1,2,2,2,2,29,A
2,3,3,3,4,29,A
2,2,2,3,2,29,A
1,4,4,4,2,29,A
2,4,5,4,4,29,A
1,3,3,4,3,29,A
2,3,3,4,4,29,A
2,3,3,2,3,29,A
1,3,3,3,3,29,A
2,1,1,2,1,29,A
2,3,2,4,3,29,A
1,4,4,4,4,29,A
1,3,3,4,3,29,A
2,2,2,4,4,29,A
2,2,3,2,2,29,A
1,4,3,3,4,29,A
1,3,3,3,2,29,A
2,3,3,4,4,29,A
1,4,5,4,3,29,A
1,3,3,2,2,29,A
1,4,4,4,3,29,A
1,1,1,2,2,29,A
2,2,2,3,2,29,A
2,4,3,4,3,29,A
2,1,2,3,3,29,A
2,1,1,1,2,29,A
1,3,3,4,4,29,A
2,3,2,3,3,29,A
1,4,3,4,4,29,A
2,5,5,5,5,29,A
1,3,2,2,3,29,A
1,3,3,2,2,29,A
1,4,5,3,3,29,A
1,4,4,4,3,29,A
2,4,5,4,5,29,A
2,1,1,3,1,29,A
1,3,3,2,2,29,A
2,5,5,3,5,29,A
2,4,3,4,4,29,A
2,2,2,1,1,29,A
1,3,3,3,3,29,A
2,NA,NA,NA,NA,29,A
2,2,3,1,2,29,A
2,4,4,4,4,29,A
1,3,3,3,3,29,A
1,4,4,3,3,29,A
1,3,3,3,3,29,A
2,5,5,5,4,29,A
2,3,3,5,4,29,A
2,1,1,1,1,29,A
2,3,4,4,3,29,A
1,1,1,1,1,29,A
2,1,2,2,2,29,A
1,4,4,4,4,29,A
2,4,5,5,5,29,A
1,3,3,3,4,29,A
2,3,3,4,3,29,A
2,5,4,4,4,29,A
1,5,5,4,4,29,A
1,4,4,4,3,29,A
2,2,2,3,4,29,A
2,2,2,2,2,29,A
1,5,4,3,3,29,A
2,1,2,3,4,29,A
1,4,4,4,4,29,A
2,4,3,4,5,29,A
2,3,3,2,3,30,R
2,2,2,2,2,30,R
1,2,2,3,3,30,R
1,3,2,2,2,30,R
1,4,4,2,2,30,R
1,2,3,3,3,30,R
2,3,3,2,2,30,R
1,4,4,3,2,30,R
2,4,4,3,3,30,R
2,2,3,3,4,30,R
2,1,1,1,1,30,R
2,4,4,3,3,30,R
1,2,2,2,1,30,R
1,5,4,3,4,30,R
1,2,2,3,3,30,R
1,4,4,3,4,30,R
1,5,4,2,3,30,R
2,4,3,4,4,30,R
1,3,3,1,2,30,R
1,2,2,1,2,30,R
1,1,2,2,1,30,R
2,2,2,2,2,30,R
1,4,4,3,4,30,R
2,3,3,1,3,30,R
2,4,4,3,2,30,R
2,2,2,2,2,30,R
1,4,4,2,2,30,R
2,2,3,3,3,30,R
2,2,3,2,4,30,R
1,5,5,2,4,30,R
2,5,5,5,5,30,R
1,3,3,2,3,30,R
1,1,1,1,1,30,R
1,3,4,1,4,30,R
2,2,2,2,2,30,R
1,2,3,1,1,30,R
2,3,2,1,2,30,R
2,4,4,5,4,30,R
1,2,2,1,2,30,R
1,4,4,1,3,30,R
1,4,4,3,3,30,R
1,3,3,3,4,30,R
1,4,4,4,3,30,R
1,4,4,3,3,30,R
1,4,5,2,3,30,R
2,2,2,1,2,30,R
2,2,2,1,3,30,R
2,4,3,3,4,30,R
2,4,4,4,3,30,R
2,4,2,4,5,30,R
2,3,3,2,2,30,R
2,3,3,3,2,30,R
1,4,4,3,3,30,R
1,2,2,1,1,30,R
1,5,5,1,4,30,R
2,2,1,3,2,30,R
1,5,4,4,5,30,R
1,2,3,2,2,30,R
2,5,5,4,4,30,R
1,4,4,4,4,30,R
1,3,3,3,2,30,R
1,1,1,2,2,30,R
1,4,4,4,4,30,R
2,3,4,3,3,30,R
1,4,4,4,3,30,R
1,4,4,3,3,30,R
2,3,2,1,1,30,R
2,2,3,3,2,30,R
1,3,4,3,3,30,R
2,5,5,4,4,30,R
1,4,4,1,1,30,R
1,2,2,1,2,30,R
2,2,1,1,2,30,R
2,4,4,2,4,30,R
1,4,3,3,4,30,R
2,3,3,3,3,30,R
1,4,4,4,3,30,R
2,3,2,1,4,30,R
1,5,5,4,5,30,R
1,2,2,1,2,30,R
2,4,4,3,3,30,R
1,2,2,2,2,30,R
1,4,4,3,3,30,R
2,2,3,3,4,30,R
2,4,4,4,4,30,R
2,1,1,1,2,30,R
1,3,3,2,1,30,R
2,5,5,3,4,30,R
1,4,4,3,3,30,R
1,3,4,3,3,30,R
1,3,3,2,2,30,R
2,3,3,3,3,30,R
1,4,4,1,3,30,R
1,4,4,2,3,30,R
2,3,4,3,3,30,R
1,4,4,4,3,30,R
2,3,3,2,4,30,R
1,3,3,2,2,30,R
2,4,3,3,4,30,R
1,4,4,3,2,30,R
1,3,3,3,3,30,R
1,4,3,5,4,30,R
2,3,3,2,3,30,R
2,4,4,2,3,30,R
1,3,3,2,3,30,R
2,4,4,3,3,30,R
2,3,4,3,4,30,R
2,2,2,3,3,30,R
1,3,2,3,3,30,R
2,4,3,4,4,30,R
2,5,4,4,4,30,R
1,5,4,4,4,30,R
2,4,4,3,4,30,R
1,4,4,3,2,30,R
1,5,4,3,3,30,R
2,4,4,3,3,30,R
1,4,4,4,4,30,R
2,5,5,4,5,30,R
2,1,2,2,1,30,R
2,3,3,3,3,30,R
2,5,5,2,5,30,R
1,3,4,3,2,30,R
2,5,4,3,4,30,R
2,4,4,3,3,30,R
1,1,1,1,1,30,R
1,1,3,1,1,30,R
2,NA,NA,NA,NA,30,R
2,4,4,4,3,30,R
1,5,5,3,4,30,R
1,4,4,4,2,30,R
1,4,3,1,3,30,R
1,5,5,4,3,30,R
1,2,4,1,2,30,R
2,5,4,4,4,30,R
2,1,1,2,4,30,R
1,4,3,3,3,30,R
2,3,3,3,3,30,R
2,5,5,5,5,30,R
1,2,3,2,3,30,R
2,3,3,3,3,30,R
2,2,3,2,2,30,R
2,4,4,4,4,30,R
1,3,3,3,2,30,R
2,4,4,2,4,30,R
1,4,4,4,4,30,R
2,5,5,3,4,30,R
1,2,3,2,2,30,R
2,3,3,3,3,30,R
2,5,5,4,4,30,R
